"도서관 일련번호","도서관명","구 코드","구명","주소","전화번호","홈페이지 URL","운영시간","정기 휴관일","도서관 구분명","위도","경도"
"1562","초대구름도서관","0010","강동구","서울특별시 강동구 상암로 27나길 13 2층 2층","02-477-1004","chodaicloud.modoo.at","평일 : 11:00~18:00 주말 : 09:00~16:00","월요일","작은도서관","37.54752943","127.1371075"
"148","파랑새작은도서관","0010","강동구","서울특별시 노원구 상계로 118 상계2동주민센터 2층 ","02-2116-2775","www.nowonlib.kr","평일 : 09:00~18:00 주말 : 10:00~13:00","매주 일요일","작은도서관","37.53097878","127.1496891"
"76","한국시각장애인복지재단점자도서관[이동도서관]","0010","강동구","서울특별시 강동구 구천면로 645 한국시각장애인복지관","02-440-5201","http://www.hsb.or.kr","평일 : 09:00~18:00 주말 : 휴관일","토 일 법정공휴일","장애인도서관","37.5510679","127.1670404"
"77","한국점자도서관","0010","강동구","서울특별시 강동구 상암로4가길 32 암사2동새마을문고","02-3426-7411~4","http://infor.kbll.or.kr","평일 : 09:00~18:00 주말 : 휴관일","토 일 법정공휴일","장애인도서관","37.5516504","127.1250445"
"124","함께크는우리","0010","강동구","서울특별시 강동구 고덕로61길 104(고덕동)","02-428-4686","http://cafe.daum.net/dokkebiya","평일 : 10:00~18:00 주말 : 10:00~13:00","일요일 법정공휴일","작은도서관","37.559302686082","127.151682704341"
"139","해오름작은도서관","0010","강동구","서울특별시 강동구 상암로3길 28 2층(암사동) 암사2동주민센터 2층","02-3426-3070","http://www.gdlibrary.or.kr/small/","평일 : 10:00~17:00 주말 : 휴관일","매월 셋째주 금 및 토?일?공휴일","작은도서관","37.56665973","127.1384372"
"142","햇살작은도서관","0010","강동구","서울특별시 서대문구 세검정로1길 45 홍은1동자치회관 ","02-330-8461","lib.sdm.or.kr","평일 : 09:00~18:00 주말 : 휴관일","토일요일공휴일","작은도서관","37.55044679","127.1398729"
"2652","행복책방sh작은도서관","0010","강동구","서울특별시 강동구 고덕로97길 100(강일동) 1104동 1층","02-442-9660","","평일 : 18:00~23:00 주말 : 10:00~17:00","법정공휴일","작은도서관","37.5627349985858","127.179992858104"
"2654","허브작은도서관","0010","강동구","서울특별시 강동구 천호대로200길 15-12(둔촌동) 1층","02-417-0405","","평일 : 10:00~17:00","토 일 법정공휴일","작은도서관","37.5360354723703","127.150148175068"
"2147","희망샘작은도서관","0010","강동구","서울특별시 강동구 풍성로35길 53(성내동)  602호","02-484-1149","","평일 : 10:00~17:00","토 일 법정공휴일","작은도서관","37.53397665","127.1252752"
"155","CMS영어작은도서관","0021","강북구","서울특별시 강북구 삼양로74길 70 2층","","","평일 : 13:00~18:30 주말 : 09:00~16:00","토요일 공휴일","작은도서관","37.6299922","127.0216208"
"32","강북문화정보도서관","0021","강북구","서울특별시 강북구 오현로 145","02-944-3100","http://www.gblib.or.kr/gangbuk/","평일 : 09:00~18:00 주말 : 09:00~17:00","매월 둘째/넷째 월요일 및 법정 공휴일","공공도서관","37.6251151","127.0360795"
"1582","강북새희망도서관","0021","강북구","서울특별시 강북구 삼양로 91가길 2 2층 2층","02-991-5133","http://cafe.daum.net/01089065133","평일 : 13:00~19:00 주말 : 휴관일","토요일일요일","작은도서관","37.63681136","127.0159405"
"33","강북청소년문화정보도서관","0021","강북구","서울특별시 강북구 삼양로54길 68","02-944-3140","http://www.gblib.or.kr/youth/","평일 : 09:00~18:00 주말 : 09:00~17:00","매월 둘째/넷째 월요일 및 법정 공휴일","공공도서관","37.62307414","127.0215511"
"1975","겨자씨작은도서관","0021","강북구","서울특별시 강북구 삼양로 27길 35 삼양제일교회 ","02-988-0531","","평일 : 09:00~18:00 주말 : 09:00~18:00","월요일","작은도서관","37.6184596","127.0194136"
"1703","국립재활원재활연구소도서실","0021","강북구","서울특별시 강북구 삼각산로 58 국립재활원 재활연구소 3층","02-901-1647","http://nrc.egentouch.com/main.do?action=main","평일 : 08:30~17:30 주말 : 휴관일","토요일일요일 법정공휴일","전문도서관","37.63915539","127.0108963"
"2424","꼴찌만화방작은도서관 ","0021","강북구","서울특별시 강북구 숭인로 5길 14 ","","","평일 : 11:00~19:00 주말 : 11:00~19:00","법정공휴일","작은도서관","37.61237679","127.0233397"
"2425","꿈꾸는문고","0021","강북구","서울특별시 강북구 삼각산로 140 4층 ","07070-4249-7091","","평일 : 09:00~17:00 주말 : 휴관일","토 일요일","작은도서관","37.6408896","127.0175027"
"1904","꿈이익어가는작은도서관","0021","강북구","서울특별시 강북구 삼양로 106-1 1층","","","평일 : 11:30~18:00 주말 : 11:30~18:00","월요일","작은도서관","37.6133967","127.0222809"
"1583","꿈익는책마을어린이도서관","0021","강북구","서울특별시 강북구 삼양로47길 9 삼양동 종합복지센터 2층 2층","02-945-1305","https://sy.winbook.kr","평일 : 09:00~17:30 주말 : 10:00~13:00","일요일","작은도서관","37.62293571","127.0185412"
"2657","다솔작은도서관","0021","강북구","서울특별시 강북구 인수봉로 12 2층","02-988-5027","","","","작은도서관","37.6210809272266","127.012634558903"
"2426","닻별작은도서관","0021","강북구","서울특별시 강북구 오현로32길 30-16","02-6494-1098","","평일 : 13:00~19:00 주말 : 13:00~19:00","토 일요일","작은도서관","37.6276328414119","127.040256259931"
"1584","동은작은도서관","0021","강북구","서울특별시 강북구 4.19로13길 4 4층","02-6080-8927","","평일 : 10:00~18:00 주말 : 09:00~12:00","일요일 공휴일","작은도서관","37.64383521","127.0110662"
"169","미아동새마을문고","0021","강북구","서울특별시 강북구 솔매로 49길 14 미아동주민자치센터 2층","02-3778-4069","https://www.gblib.or.kr/gangbuk/contents/contents.do?gidx=151400","평일 : 10:00~17:00 주말 : 휴관일","토요일일요일 법정공휴일","작은도서관","37.63251143","127.0283215"
"1378","미아문화정보도서관","0021","강북구","서울특별시 강북구 솔매로49길 14","02-944-3180","http://www.gblib.or.kr/mia/","평일 : 09:00~18:00 주말 : 09:00~17:00","매월 둘째/넷째 월요일 및 법정공휴일","공공도서관","37.62709228","127.0269757"
"151","밝은작은도서관","0021","강북구","서울특별시 강북구 삼양로 19길 74 엄마손마트 지하","02-980-7798","http://cafe.naver.com/lightsmallibrary/","평일 : 09:00~17:00 주말 : 휴관일","토요일일요일","작은도서관","37.61639737","127.0190458"
"173","번1동새마을문고","0021","강북구","서울특별시 강북구 덕릉로 41길 74 번1동주민센터 3층","02-3778-4267","https://www.gblib.or.kr/gangbuk/contents/contents.do?gidx=151400","평일 : 10:00~17:00 주말 : 휴관일","토요일일요일공휴일","작은도서관","37.6378912925417","127.028847218153"
"1585","번2동새마을문고","0021","강북구","서울특별시 강북구 한천로 897 번2동주민센터 2층","02-3778-4319","https://www.gblib.or.kr/gangbuk/contents/contents.do?gidx=151400","평일 : 10:00~17:00 주말 : 휴관일","토요일 일요일 공휴일","작은도서관","37.63247391","127.0385158"
"175","번3동새마을문고","0021","강북구","서울특별시 강북구 한천로 105길 21 번3동주민센터 2층","02-3778-4367","https://www.gblib.or.kr/gangbuk/contents/contents.do?gidx=151400","평일 : 10:00~17:00 주말 : 휴관일","토요일 일요일 공휴일","작은도서관","37.62579675","127.0465047"
"1977","번동꿈나무작은도서관","0021","강북구","서울특별시 강북구 오현로31길 21 201호(번동)","","","평일 : 15:00~19:00 주말 : 휴관일","토요일 일요일 법정공휴일","작은도서관","37.62960188","127.0387461"
"152","벧엘도서관","0021","강북구","서울특별시 강북구 삼양로 19길 109 삼각산 아이원 아파트 상가 내 지하","02-989-5590","","평일 : 10:00~16:00 주말 : 10:00~13:00(토) 10:00~15:00(일)","월요일","작은도서관","37.61616064","127.0173591"
"162","별빛초롱문고","0021","강북구","서울특별시 강북구 삼각산로 157 2층 ","02-994-1318","www.nayot.org","평일 : 08:00~21:00 주말 : 09:00~18:00","일요일 공휴일","작은도서관","37.64190283","127.0211966"
"1586","북한산둘레길북카페","0021","강북구","서울특별시강북구 4.19로 28길 10 북한산둘레길 북카페","02-940-3754","","평일 : 09:00~17:30 주말 : 09:00~17:30","월요일","작은도서관","37.64320846","127.0023678"
"2722","빨래골 작은도서관","0021","강북구","서울특별시 강북구 삼양로77가길 36 302호","02-988-5027","","평일 : 10:00~17:00 주말 : 휴관일","토 일요일","작은도서관","37.6288253362869","127.015827661379"
"172","삼각산동새마을문고","0021","강북구","서울특별시 강북구 솔샘로 174(미아동) SK 아파트 제 1관리사무소 1층","070-8825-0858","https://www.gblib.or.kr/gangbuk/contents/contents.do?gidx=151400","평일 : 10:00~17:00 주말 : 휴관일","토요일일요일공휴일","작은도서관","37.61784278","127.035569"
"1972","삼각산어린이도서관","0021","강북구","서울특별시 강북구 삼양로19길 34","02-944-3190","https://www.gblib.or.kr/kids/","평일 : 09:00~18:00 주말 : 09:00~17:00","매월 둘째 넷째 월요일 및 정부지정 공휴일","작은도서관","37.63005002","127.0175582"
"2134","삼각산어린이도서관","0021","강북구","서울특별시 강북구 삼양로 299(수유동)","02-944-3170","http://www.gblib.or.kr/suyu/","평일 : 09:00~18:00 주말 : 09:00~17:00","매월 둘째 넷째 월요일 및 정부지정 공휴일","공공도서관","37.63005002","127.0175582"
"168","삼양동새마을문고","0021","강북구","서울특별시 강북구 삼양로 268 삼양동주민센터 2층","02-3778-4042","https://www.gblib.or.kr/gangbuk/contents/contents.do?gidx=151400","평일 : 10:00~17:00 주말 : 휴관일","토요일일요일 법정공휴일","작은도서관","37.62734029","127.0183669"
"1704","성바오로딸수도회도서관","0021","강북구","서울특별시 강북구 오현로7길 34 성바오로딸수도회","02-944-0800","http://fsp.egentouch.com","평일 : 09:30~18:30 주말 : 휴관일","일요일 토요일 오후 교회 대축일 중 본회가 정한 축일","전문도서관","37.61836537","127.0324154"
"34","솔샘문화정보도서관","0021","강북구","서울특별시 강북구 솔샘로 177(미아동)","02-944-3150","http://www.gblib.or.kr/solsem/","평일 : 09:00~18:00 주말 : 09:00~17:00","매월첫째/셋째월요일및법정공휴일","공공도서관","37.62047806","127.0124026"
"1272","송중동새마을문고","0021","강북구","서울특별시 강북구 오패산로 162 송중동 주민센터 3층","02-3778-4119","https://www.gblib.or.kr/gangbuk/contents/contents.do?gidx=151400","평일 : 10:00~17:00 주말 : 휴관일","토요일일요일 공휴일","작은도서관","37.61612193","127.0337807"
"170","송중문화정보도서관","0021","강북구","서울특별시 강북구 도봉로 20나길 6(미아동)","02-944-3160","http://www.gblib.or.kr/songjung/","평일 : 09:00~18:00 주말 : 09:00~17:00","매월첫째/셋째월요일및법정공휴일","공공도서관","37.61831389","127.0299377"
"171","송천동새마을문고","0021","강북구","서울특별시 강북구 솔샘로 284 송천동주민센터 2층","02-3778-4168","https://www.gblib.or.kr/gangbuk/contents/contents.do?gidx=151400","평일 : 10:00~17:00 주말 : 휴관일","토요일일요일공휴일","작은도서관","37.61829732","127.0238508"
"2427","송천북카페","0021","강북구","서울특별시 강북구 숭인로 39 (송천센트레빌) 461","02-989-6517","","평일 : 09:00~17:00 주말 : 휴관일","토 일요일","작은도서관","37.61249095","127.0250974"
"1448","송천아름인도서관","0021","강북구","서울특별시 강북구 솔샘로 271 송천아름인지역아동센터 3층 송천아름인지역아동센터 3층","02-984-2237","http://cafe.daum.net/2009song","평일 : 11:00~19:00 주말 : 휴관일","토요일 일요일 공휴일","작은도서관","37.61906174","127.0228658"
"1978","수유1동새마을문고","0021","강북구","서울특별시 강북구 삼양로 299 수유1동 주민센터 2층","02-3778-4466","https://www.gblib.or.kr/gangbuk/contents/contents.do?gidx=151400","평일 : 10:00~17:00 주말 : 휴관일","토요일일요일공휴일","작은도서관","37.63005002","127.0175582"
"177","수유2동새마을문고","0021","강북구","서울특별시 강북구 한천로 1117 수유2동주민센터 2층","02-3778-4719","https://www.gblib.or.kr/gangbuk/contents/contents.do?gidx=151400","평일 : 10:00~18:00 주말 : 휴관일","토요일일요일공휴일","작은도서관","37.64464425","127.0198896"
"178","수유3동새마을문고","0021","강북구","서울특별시 강북구 노해로 36 수유3동주민센터 2층","02-3778-4768","https://www.gblib.or.kr/gangbuk/contents/contents.do?gidx=151400","평일 : 10:00~17:00 주말 : 휴관일","토요일일요일공휴일","작은도서관","37.63872001","127.0231503"
"167","수유마을작은도서관","0021","강북구","서울특별시 강북구 도봉로 71길 26 2층","02-988-0304","http://cafe.naver.com/suyulibrary/6","평일 : 09:00~18:00 주말 : 09:00~15:00","일요일 공휴일","작은도서관","37.63155713","127.0224509"
"176","수유문화정보도서관","0021","강북구","서울특별시 강북구 삼양로 299(수유동)","02-944-3170","http://www.gblib.or.kr/suyu/","평일 : 09:00~18:00 주말 : 09:00~17:00","매월첫째/셋째월요일및법정공휴일","공공도서관","37.63005002","127.0175582"
