"고유번호","시설명","담당구","주소","연락처","홈페이지","추천수","주출입구 접근로 여부","장애인 전용 주차구역 여부","주출입구 높이차이 제거 여부","장애인용 승강기 여부","장애인 화장실 여부","장애인용 객실 이용가능 여부","장애인용 관람석 이용가능 여부","장애인 매표소 여부","시각장애인 편의서비스 여부","청각장애인 편의서비스 여부","안내 서비스 여부","휠체어 대여 여부"
"3191","휘경중학교","동대문구","서울시 동대문구 망우로18나길 20","02-2244-1359","www.hwigyong.ms.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3374","진형중고등학교","종로구","서울시 종로구 종로 386","02-2235-0001","www.jh.ac.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3809","노원정보도서관","노원구","서울시 노원구 노원로34길 43","02-950-0050","http://www.nowonlib.seoul.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3810","박정희 대통령 기념 도서관 ","마포구","서울시 마포구 월드컵로 386","02-716-9345","http://parkchunghee.co.kr/","1","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"4325","동화어린이집","도봉구","서울시 도봉구 도봉로151길 130","02-3493-4106","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"3969","화랑어린이집","강서구","서울시 강서구 곰달래로49길  79","02-2695-7628","","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"3978","다슬어린이집","금천구","서울시 금천구 시흥대로68길 89","02-896-6111","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"5333","국토화학","금천구","서울시 금천구 가산디지털2로  61","02-3282-1400","http://www.kukdo.com/","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"2298","강남성심병원별관","영등포구","서울시 영등포구 신길로 19-2","","kangnam.hallym.or.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"4800","서부수도사업소","마포구","서울시 마포구 환일길  13","02-3146-3500","","0","N","Y","N","N","Y","N","N","N","N","N","N","N"
"4809","종로구청","종로구","서울시 종로구 삼봉로 43","02-2148-1114","http://www.jongno.go.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"4132","세화어린이집","강서구","서울시 강서구 화곡로53길 56-14","02-2608-2293","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"2607","대현 초등학교","강남구","서울시 강남구 역삼로98길 16","02-553-6922","www.daehyun-e.es.kr","0","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"2616","대림초등학교","동작구","서울시 동작구 대방동1길 22","02-822-1984","www.seouldaelim.es.kr","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"4293","꿈동산어린이집","동작구","서울시 동작구 양녕로22가길 39","02-824-8115","","0","Y","Y","Y","N","N","Y","N","N","N","N","N","N"
"4698","중곡제3동주민센터","광진구","서울시 광진구 동일로76나길 31","02-450-1503","http://www.gwangjin.go.kr/office/index.jsp?dongId=03","0","N","Y","Y","Y","Y","N","N","N","N","N","N","N"
"5446","면목2동공영주차장","중랑구","서울시 중랑구 겸재로23길 27","02-438-7215","","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"5461","홍제1동 제2공영주차장","서대문구","서울시 서대문구 모래내로28안길 39","","","0","Y","N","Y","N","N","N","N","N","N","N","N","N"
"3460","양정고등학교","양천구","서울시 양천구 안양천로 1039","02-2649-7071","www.yangchung.hs.kr","0","Y","N","Y","N","Y","N","N","N","N","N","N","N"
"4420","성아어린이집","관악구","서울시 관악구 난곡로22길 23","02-857-5335","","0","Y","Y","N","N","Y","N","N","N","N","N","N","N"
"3865","사임당어린이집","성북구","서울시 성북구 지봉로20길  38","02-929-6605","www.aga24.net/","0","Y","Y","N","Y","Y","N","N","N","N","N","N","N"
"3896","아뜰어린이집","관악구","서울시 관악구 봉천로23다길 23","02-886-8004","","1","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"3210","목운중학교","양천구","서울시 양천구 목동동로 235","02-2651-4060","http://mogun.ms.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"4054","대성어린이집","용산구","서울시 용산구 백범로51길 1","02-713-0344","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"3974","하린어린이집","서대문구","서울시 서대문구 연희로11마길 52","02-334-8085","","0","Y","Y","Y","Y","N","Y","N","N","N","N","N","N"
"4715","광진구청제1별관","광진구","서울시 광진구 자양로 117","","","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"4012","다문화어린이집","동작구","서울시 동작구 동작대로17길 28","02-522-5298","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"3295","동명여자고등학교","은평구","서울시 은평구 통일로  793","02-385-0655","www.dongmyung.hs.kr","0","Y","Y","N","Y","Y","N","N","N","N","N","N","N"
"2627","신성초등학교","관악구","서울시 관악구 신림로 114","02-875-7611","www.sss.es.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2280","아카시아병원","금천구","서울시 금천구 시흥대로114길 5","02-852-0067","www.acaciadisc.com","0","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"2065","마축일축산물시장","성동구","서울시 성동구 마장로35길  68","","","0","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"4943","국민건강보험공단 강남동부지사","강남구","서울시 강남구 강남대로 390","1577-1000","http://www.nhis.or.kr/","0","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"4218","은파어린이집","서대문구","서울시 서대문구 간호대로 12-11","02-395-1992","","0","Y","Y","Y","N","N","Y","N","N","N","N","N","N"
"4228","한별어린이집","강서구","서울시 강서구 남부순환로11가길 97","02-2662-3334","","0","Y","Y","N","N","N","Y","N","N","N","N","N","N"
"2033","공항벧엘교회","강서구","서울시 강서구 송정로4길  20","02-2667-0055","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"4170","상계2동구립어린이집","노원구","서울시 노원구 상계로3길 38-17","02-939-3696","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"4183","명인어린이집","중랑구","서울시 중랑구 면목로53길 70","02-434-4651","www.acekid.net","0","N","Y","Y","Y","N","N","N","N","N","N","N","N"
"2039","홈플러스 중계점","노원구","서울시 노원구 동일로204가길 12","02-986-2080","www.homeplus.co.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"5280","대동전자","금천구","서울시 금천구 가산디지털1로 33","02-855-5121","","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"3933","으뜸어린이집","강서구","서울시 강서구 곰달래로53길 30-20","02-2648-1646","","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"3934","새빛어린이집","강서구","서울시 강서구 화곡로18길 14-41","02-2608-7830","","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"3883","예뜰어린이집","양천구","서울시 양천구 신정중앙로16길 10","02-2507-2560","","0","N","N","Y","N","N","N","N","N","N","N","N","N"
"4349","영주어린이집","용산구","서울시 용산구 두텁바위로 91","02-318-2242","","0","Y","Y","Y","N","N","Y","N","N","N","N","N","N"
"4297","고은뜰어린이집","도봉구","서울시 도봉구 도당로17길 3","02-3492-2001","","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"4300","염창동어린이집","강서구","서울시 강서구 공항대로65길 43","02-3665-1960","","0","N","Y","Y","N","N","N","N","N","N","N","N","N"
"4623","망우청소년수련관","중랑구","서울시 중랑구 송림길 156","02-492-7942","http://www.in7942.or.kr/","0","Y","Y","N","N","Y","N","N","N","N","N","N","N"
"4261","동양어린이집","강북구","서울시 강북구 오현로25다길 72","02-980-3891","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"4607","성북청소년수련관","성북구","서울시 성북구 한천로95길  7","02-3292-1318","http://www.sbyouth.or.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3909","키즈존어린이집","동대문구","서울시 동대문구 장한로8길  87","02-2214-2683","","0","Y","N","N","N","N","N","N","N","N","N","N","N"
"3903","앨리스어린이집","강동구","서울시 강동구 고덕로20가길 21","02-3427-3347","http://cafe.daum.net/sebestkid","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"3913","아트꿈나무어린이집","양천구","서울시 양천구 오목로4길 15","02-2698-3455","","0","N","N","Y","N","N","N","N","N","N","N","N","N"
"5381","㈜일심","성동구","서울시 성동구 성수이로22길  61","02-469-2211","","0","Y","N","Y","N","N","N","N","N","N","N","N","N"
"3843","꿈씨어린이집","노원구","서울시 노원구 상계로9나길 25","02-937-3446","","0","Y","N","N","N","N","N","N","N","N","N","N","N"
"3510","서울대슬로싱실험동","관악구","서울시 관악구 관악로  1","","","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3516","성공회대학교","구로구","서울시 구로구 연동로  320","02-2610-4114","www.skhu.ac.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"4582","사임당어린이집","성북구","서울시 성북구 화랑로42길 52-10","","","0","Y","Y","N","Y","Y","N","N","N","N","N","N","N"
"4677","용산문화체육센터(원효로1동주민센터 별도)","용산구","서울시 용산구 백범로 350","02-707-2492","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"3459","재현고등학교","노원구","서울시 노원구 덕릉로82길 64","02-932-4812","www.jaehyun.hs.kr","0","N","Y","Y","N","N","N","N","N","N","N","N","N"
"2429","나누리병원","강남구","서울시 강남구 언주로 731","02-1688-9797","www.nanoori.co.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3517","숭실대전산센터","동작구","서울시 동작구 사당로 46","02-820-0114","http://www.ssu.ac.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2505","성모유치원","동작구","서울시 동작구 장승배기로5길 16","02-823-6878","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"2531","파란나라유치원","영등포구","서울시 영등포구 도신로8길  17","02-844-7115","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"2871","연천초등학교","은평구","서울시 은평구 연서로34길 22","02-357-3911","www.yc1985.es.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2476","세인유치원","성동구","서울시 성동구 마장로42길  16","02-2295-3551","www.seinkid.co.kr","2","Y","Y","N","N","N","N","N","N","N","N","N","N"
"2934","경인초등학교","양천구","서울시 양천구 안양천로 1009","02-2647-2568","www.kyongin.es.kr/","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"2941","구로초등학교","구로구","서울시 구로구 구로중앙로27나길 21","02-861-1941","www.guro.es.kr/","0","N","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3480","서울대사회과학동","관악구","서울시 관악구 관악로  1","02-880-5114","http://social.snu.ac.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3014","성사중학교","마포구","서울시 마포구 모래내로9길 16","02-373-8002","www.sungsa.ms.kr","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"3023","인수중학교","강북구","서울시 강북구 인수봉로 75-10","02-900-7801","www.insu.ms.kr/","0","Y","N","N","N","Y","N","N","N","N","N","N","N"
"5954","롯데시네마 에비뉴엘(명동)","중구","서울시 중구 소공동 에비뉴엘 6층 7층","","","0","Y","Y","N","Y","N","N","N","N","N","N","N","N"
"688","방배우체국","서초구","서울시 서초구 방배로 238","02-534-6222 ","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"4422","백상어린이집","관악구","서울시 관악구 신림로28길 18","02-883-3803","","0","Y","Y","N","N","Y","N","N","N","N","N","N","N"
"3472","중앙대학교(약과대학)","동작구","서울시 동작구 흑석로6길 61","02-820-5592","www.pharm.cau.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3479","서울대학교기초과학동(22동)","관악구","서울시 관악구 관악로 1","02-880-5114","http://www.snu.ac.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"4061","진선어린이집","성동구","서울시 성동구 서울숲4길 10","02-461-9459","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"3484","서울대대림국제관","관악구","서울시 관악구 관악로  1","","","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3966","샘소슬어린이집","구로구","서울시 구로구 부일로17길 5","02-2688-2936","","1","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"4370","배화어린이집","서대문구","서울시 서대문구 경기대로 82","02-312-2100","","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"4374","하람터어린이집","강서구","서울시 강서구 강서로17다길 15-14","02-2603-2225","","1","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"4376","백설공주 어린이집","구로구","서울시 구로구 고척로21나길 50","02-2683-7910","","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"3850","구립서대문어린이집","서대문구","서울시 서대문구 증가로29길  30-42","02-372-0547","","0","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"4682","방배본동주민센터","서초구","서울시 서초구 동광로19길  38","02-2155-7711","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"4286","효주아네스의집","강서구","서울시 강서구 까치산로4가길 36","02-2604-5781","","0","Y","Y","N","N","N","Y","N","N","N","N","N","N"
"4292","한아름어린이집","금천구","서울시 금천구 독산로41가길 25","02-808-5470","","0","Y","Y","N","N","N","Y","N","N","N","N","N","N"
"5375","코오롱디지털타워","영등포구","서울시 영등포구 양평로22길 21","","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"2317","참포도나무병원","서초구","서울시 서초구 바우뫼로35길 32","02-1588-0831","www.champodonamu.com/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2284","기쁨병원(지후빌딩)","강남구","서울시 강남구 도곡로 122","02-570-1234","www.joyfullhospital.com/","0","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"2150","을지병원(본관동)","노원구","서울시 노원구 한글비석로 68","02-1899-0001","www.eulji.or.kr/default.asp","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2050","하모니마트","중랑구","서울시 중랑구 면목로48길  39","02-2207-5785","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"2085","삼부마켓","은평구","서울시 은평구 증산로21길 11","02-308-7566","","0","Y","N","Y","N","N","N","N","N","N","N","N","N"
"2095","현대백화점 압구정점","강남구","서울시 강남구 압구정로 165","02-547-2233","www.ehyundai.com/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"4746","응봉동주민센터","성동구","서울시 성동구 독서당로 424","02-2286-7321","http://eungbong.sd.go.kr/","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"3289","대일관광디자인고","성북구","서울시 성북구 서경로  118","02-940-7373","http://www.daeil-tour.hs.kr/","0","N","Y","N","N","Y","N","N","N","N","N","N","N"
"2246","도봉병원&lt;본관&gt;","도봉구","서울시 도봉구 도봉로 720","02-3492-3250","www.dbh.cc","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"1774","은석교회","마포구","서울시 마포구 마포대로4나길 36","02-712-0518","www.eschurch.kr","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"2985","오금중학교","송파구","서울시 송파구 오금로35길 20","02-402-4777","www.ogeum.ms.kr","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"4775","송파경찰서","송파구","서울시 송파구 중대로 221","1566-0112","http://www.smpa.go.kr/sp","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"2184","순천향대학교병원(교수연구동)","용산구","서울시 용산구 대사관로 59","02-709-9114","www.schmc.ac.kr/seoul/","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"2998","관악중학교","관악구","서울시 관악구 남부순환로237길 60","02-889-1782","www.gwanak.ms.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"4097","아이린어린이집","강동구","서울시 강동구 상암로 141","02-470-0476","","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"4098","우리어린이집","강동구","서울시 강동구 구천면로 259-1","02-475-1918","","0","Y","Y","N","N","Y","N","N","N","N","N","N","N"
"2788","연광초등학교","은평구","서울시 은평구 연서로35길  37","02-353-5141","www.yeonkwang.es.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3560","연세대학교 GS칼텍스산학협력관","서대문구","서울시 서대문구 연세로  50","1599-1885","www.yonsei.ac.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
