시설명,담당구,주차가능면,주소,위도,경도,시설분류,세부분류,장애인 주차칸 여부
모래내로 관광버스 주차허용 구간(시),서대문구,10,서대문구 남가좌동 318-11,37.5737729,126.9236523,주차장,공영주차장,불가능
현대백화점 별관주차장(민영),성북구,375,성북구 하월곡동 88-198,37.60768503,127.0297686,주차장,민영주차장,불가능
문정프라비다 주차장(민영),송파구,375,송파구 문정동 652-1,37.48327,127.122932,주차장,민영주차장,불가능
아름다운 아울렛 부설주차장,강서구,375,강서구 등촌동 73-1 ,37.56161859,126.8532866,주차장,공영주차장,가능
공유) 성동 19-02(구),성동구,10,성동구 송정동 66-28,37.5497568,127.0648411,주차장,공영주차장,불가능
마장동 공영주차장(시),성동구,10,성동구 마장동 459-6,37.569138,127.034777,주차장,공영주차장,불가능
공유) 성북구 복사골 주차장(구),성북구,10,성북구 성북동 230-1,37.594806,126.993478,주차장,공영주차장,불가능
KBS미디어센터 주차장,마포구,375,마포구 상암동 1652-0,37.57648593,126.8909092,주차장,공영주차장,가능
삼성생명 서소문빌딩 주차장,중구,374,중구 순화동 7-0 ,37.56157237,126.9710942,주차장,공영주차장,가능
삼일프라자 오피스텔 주차장,강남구,373,강남구 역삼동 837-26,37.49078954,127.0325366,주차장,공영주차장,가능
삼성생명 대치타워 부설주차장,강남구,366,강남구 대치동 891-0 ,37.5054479,127.0536184,주차장,공영주차장,가능
공유) 한강로동 32구간(구),용산구,10,용산구 한강로2가 15-6,37.533744,126.96732,주차장,공영주차장,불가능
한일병원,도봉구,364,도봉구 쌍문동 388-1 ,37.64587055,127.0285595,주차장,공영주차장,가능
이마트 마포점[마포 공덕역 3호점],마포구,364,마포구 신공덕동 173-0,37.54244058,126.9533814,주차장,공영주차장,가능
캠코양재타워 부설주차장,강남구,363,강남구 도곡동 949-3 ,37.48718704,127.0333678,주차장,공영주차장,가능
남대문시장3번게이트 이륜자동차주차장(시),중구,10,중구 남대문로3가 13-3 0,37.5609753,126.978301,주차장,공영주차장,불가능
상암IT타워 주차장,마포구,363,마포구 상암동 1590-0,37.58169112,126.8859644,주차장,공영주차장,가능
복정역 공영주차장(시),송파구,363,송파구 장지동 600-2,37.47005293,127.1277329,주차장,공영주차장,가능
영시티타워 S동 주차장,영등포구,361,영등포구 문래동3가 55-1800 ,37.515691,126.899939,주차장,공영주차장,가능
르 메르디앙 서울 주차장,강남구,360,강남구 역삼동 602-0 ,37.50487221,127.0268138,주차장,공영주차장,가능
LG펠리스빌딩 주차장,마포구,359,마포구 동교동 165-8,37.55610171,126.9234697,주차장,공영주차장,가능
명일동 공영주차장(시),강동구,11,강동구 명일동 47-9,37.55361065,127.1559121,주차장,공영주차장,불가능
동대문디자인플라자 주차장,중구,359,중구 을지로7가 143-0 ,37.56705574,127.0098704,주차장,공영주차장,가능
공항동(송정역)(시),강서구,11,강서구 공항동 42-8,37.56034439,126.8106649,주차장,공영주차장,불가능
공유) 능동 IoT 공유주차장(구),광진구,11,광진구 능동 315-12 ,37.551831,127.07781,주차장,공영주차장,불가능
국도화학(구),금천구,11,금천구 가산동 345-26,37.47349545,126.8819749,주차장,공영주차장,불가능
만승뒤(협동봉제조합)(구),금천구,11,금천구 가산동 139-31,37.47901123,126.88859,주차장,공영주차장,불가능
(구)북부지법주변(구),노원구,11,노원구 공릉동 629-1,37.61921854,127.0775345,주차장,공영주차장,불가능
잠실역 공영주차장(시),송파구,357,송파구 신천동 27-0,37.51427683,127.1034141,주차장,공영주차장,가능
뚝섬2주차장[안내센터 앞],광진구,356,광진구 자양동 435-0 ,37.529021,127.073261,주차장,공영주차장,가능
마포구종합행정타운,마포구,356,마포구 성산동 370-0 ,37.56633524,126.9018982,주차장,공영주차장,가능
금남시장 공영주차장(구),성동구,11,성동구 금호동3가 294-0,37.54833561,127.0232602,주차장,공영주차장,불가능
동일타워 주차장,강남구,351,강남구 대치동 1004-0,37.50708,127.067305,주차장,공영주차장,가능
개운산(구),성북구,11,성북구 종암동 54-182,37.59688064,127.026406,주차장,공영주차장,불가능
공유) 성북구 심우장 주차장(구),성북구,11,성북구 성북동 241-5,37.594546,126.994284,주차장,공영주차장,불가능
태평양물산 주차장,구로구,351,구로구 구로동 197-21,37.48515535,126.895071,주차장,공영주차장,가능
서울숲더샵아파트 주차장,성동구,347,성동구 행당동 155-1,37.55715486,127.0401252,주차장,공영주차장,가능
현대코아,강동구,345,강동구 천호동 565-0 ,37.53610372,127.1338508,주차장,공영주차장,가능
압구정 428 공영주차장(구),강남구,344,강남구 압구정동 428-0,37.52701729,127.0264712,주차장,공영주차장,가능
렉싱턴호텔뒤 노상주차장(구),영등포구,11,영등포구 여의도동 13-0,37.52941647,126.9221318,주차장,공영주차장,불가능
문래1동 공영주차장(시),영등포구,11,영등포구 문래동3가 54-12,37.51356803,126.8971892,주차장,공영주차장,불가능
소피텔앰버서더,중구,341,중구 장충동2가 191-0 ,37.5593664,127.0021894,주차장,공영주차장,가능
오토웨이타워 주차장,강남구,338,강남구 대치동 948-0,37.50618013,127.0637411,주차장,공영주차장,가능
대륭테크노타운6차 주차장,금천구,336,금천구 가산동 493-6,37.48119476,126.8760601,주차장,공영주차장,가능
에이스트윈타워2,구로구,334,구로구 구로동 212-30 ,37.48395719,126.8941342,주차장,공영주차장,가능
반포1주차장[반포대교남단 상류],서초구,332,서초구 잠원동 122-1 ,37.513555,127.003245,주차장,공영주차장,가능
잠실타워730,송파구,331,송파구 신천동 7-30 ,37.51579103,127.0991068,주차장,공영주차장,가능
한국방송통신대학교 주차장,종로구,331,종로구 동숭동 169-1,37.579638,127.003068,주차장,공영주차장,가능
천왕역 공영주차장(시),구로구,328,구로구 오류동 174-10,37.48728845,126.8391832,주차장,공영주차장,가능
서울숲IT밸리 주차장,성동구,328,성동구 성수동1가 13-164,37.54747291,127.0498984,주차장,공영주차장,가능
화랑대역 공영주차장(시),중랑구,328,중랑구 묵동 28-0,37.61997867,127.0866958,주차장,공영주차장,가능
현대백화점 압구정 본점,강남구,325,강남구 압구정동 429-0 ,37.52732583,127.0274603,주차장,공영주차장,가능
송파근린공원(구),송파구,324,송파구 송파동 113-2,37.506513,127.109587,주차장,공영주차장,가능
탄천제2호 공영주차장(구),강남구,322,강남구 일원동 4-49,37.49403327,127.087416,주차장,공영주차장,가능
코오롱 디지털 타워빌란트 2차 부설주차장,구로구,321,구로구 구로동 222-8 ,37.48289584,126.8960456,주차장,공영주차장,가능
KTB빌딩 주차장,영등포구,320,영등포구 여의도동 23-3,37.52450203,126.9237718,주차장,공영주차장,가능
순천향대학교병원,용산구,319,용산구 한남동 657-58 ,37.5336954,127.0042723,주차장,공영주차장,가능
D타워 돈의문 주차장,종로구,319,종로구 평동 222-0 ,37.566715,126.966361,주차장,공영주차장,가능
금하빌딩,강남구,316,강남구 청담동 41-2 ,37.51758242,127.0415024,주차장,공영주차장,가능
어린이대공원(구의문),광진구,315,광진구 능동 18-14 ,37.54537938,127.0853116,주차장,공영주차장,가능
"반포2, 3주차장",서초구,315,서초구 반포동 115-5 ,37.50967919,126.9951471,주차장,공영주차장,가능
여의도백화점 주차장,영등포구,315,영등포구 여의도동 36-2,37.52079821,126.9269382,주차장,공영주차장,가능
DMC 이안상암1단지,마포구,311,마포구 상암동 1654-0 ,37.57754187,126.8906616,주차장,공영주차장,가능
도봉구청 부설주차장,도봉구,310,도봉구 방학동 720-0 ,37.6687158,127.0471155,주차장,공영주차장,가능
장한평자동차시장 노상공영주차장(구),성동구,310,성동구 용답동 225-13,37.55895012,127.066881,주차장,공영주차장,가능
금천구청 부설주차장,금천구,307,금천구 시흥동 1020-0 ,37.45682326,126.8952551,주차장,공영주차장,가능
한신인터밸리24 부설주차장,강남구,306,강남구 역삼동 707-34 ,37.50298214,127.046554,주차장,공영주차장,가능
한국씨티은행,중구,305,중구 다동 39-0 ,37.56856972,126.9802205,주차장,공영주차장,가능
삼성제일빌딩,강남구,302,강남구 역삼동 702-2 ,37.50366625,127.044315,주차장,공영주차장,가능
한국종합기술 사옥[강동첨단 2호점],강동구,300,강동구 상일동 501-2,37.54976664,127.1744048,주차장,공영주차장,가능
제일오피스텔 주차장,송파구,300,송파구 가락동 99-3,37.49333281,127.1187531,주차장,공영주차장,가능
망원시장 노상공영주차장(구),마포구,12,마포구 망원동 414-1,37.55764382,126.9067025,주차장,공영주차장,불가능
강북삼성병원 주차장,종로구,300,종로구 평동 108-1,37.568046,126.96778,주차장,공영주차장,가능
린스퀘어 주차장,강남구,299,강남구 도곡동 467-14,37.48867108,127.0530278,주차장,공영주차장,가능
화곡1동 배다리서길(구),강서구,299,강서구 화곡동 914-3,37.5286364,126.846585,주차장,공영주차장,가능
공유) 영등포구청(구),영등포구,12,영등포구 당산동3가 397-1,37.52538496,126.8951133,주차장,공영주차장,불가능
화곡6-1 공영주차장(구),강서구,298,강서구 화곡동 1103-6,37.55298682,126.8484342,주차장,공영주차장,가능
03-02-186(구),용산구,12,용산구 남영동 103-3,37.54263,126.974067,주차장,공영주차장,불가능
더리버사이드 호텔 주차장,서초구,294,서초구 잠원동 6-1,37.51865014,127.0181179,주차장,공영주차장,가능
종암우림카이저팰리스 주차장,성북구,294,성북구 종암동 132-0,37.6019306,127.0335014,주차장,공영주차장,가능
신정교주차장(구),양천구,294,양천구 신정동 871-3,37.5171996,126.8779641,주차장,공영주차장,가능
신영빌딩 부설주차장,강남구,293,강남구 청담동 68-5 ,37.52293411,127.0546954,주차장,공영주차장,가능
한국지식재산센터 부설주차장,강남구,293,강남구 역삼동 647-9 ,37.50009199,127.0329193,주차장,공영주차장,가능
T타워 주차장,중구,291,중구 남대문로5가 827-0 ,37.55384119,126.9757939,주차장,공영주차장,가능
대한감리교신학대학 주차장,서대문구,290,서대문구 냉천동 31-0,37.56748183,126.9621257,주차장,공영주차장,가능
공유) 다동(구),중구,12,중구 다동 103-8,37.56748309,126.9800285,주차장,공영주차장,불가능
국제화재빌딩옆 노상 공영주차장(구),중구,12,중구 남대문로5가 145-0 0,37.55820576,126.9759891,주차장,공영주차장,불가능
남산공원 소월로 관광버스전용 주차장(시),중구,12,중구 남대문로5가 450-0,37.55407832,126.9788447,주차장,공영주차장,불가능
경복궁 주차장,종로구,290,종로구 세종로 1-1 ,37.577371,126.978946,주차장,공영주차장,가능
서초 삼성쉐르빌2 주차장,서초구,285,서초구 서초동 1330-0,37.49396615,127.0279031,주차장,공영주차장,가능
마포 영화 블렌하임 주차장,마포구,283,마포구 망원동 517-0,37.55853088,126.9063037,주차장,공영주차장,가능
리베라호텔,강남구,282,강남구 청담동 53-7 ,37.52390987,127.054059,주차장,공영주차장,가능
자양유수지 공영주차장(구),광진구,281,광진구 자양동 594-0,37.529677,127.077601,주차장,공영주차장,가능
창천중교 공영주차장(구),마포구,280,마포구 노고산동 33-1,37.55473789,126.9394374,주차장,공영주차장,가능
KT&G 서대문 타워 주차장,서대문구,277,서대문구 미근동 21-1,37.56386652,126.9662633,주차장,공영주차장,가능
배재정동빌딩,중구,277,중구 정동 34-5 ,37.56365408,126.9721803,주차장,공영주차장,가능
관악구 종합신청사,관악구,275,관악구 봉천동 1570-1 ,37.4782633,126.9514313,주차장,공영주차장,가능
구의웰츠타워 주차장,광진구,274,광진구 구의동 252-16,37.53822888,127.0839273,주차장,공영주차장,가능
종로타워 주차장,종로구,273,종로구 종로2가 6-0,37.57045278,126.9838389,주차장,공영주차장,가능
KBS별관 방문객주차장,영등포구,272,영등포구 여의도동 46-0,37.51846965,126.9291321,주차장,공영주차장,가능
관악신사시장 공영주차장(구),관악구,13,관악구 신림동 494-37,37.48671865,126.9172816,주차장,공영주차장,불가능
S-TRENUE오피스텔 주차장,영등포구,272,영등포구 여의도동 26-0 ,37.52289798,126.9241546,주차장,공영주차장,가능
거평타운오피스텔 주차장,강남구,271,강남구 논현동 203-1,37.50589289,127.0282408,주차장,공영주차장,가능
도봉2동  6공영주차장(구),도봉구,13,도봉구 도봉동 59-1,37.68304002,127.0462397,주차장,공영주차장,불가능
한국마사회 영등포 주차장,영등포구,271,영등포구 영등포동3가 18-0 ,37.518427,126.907336,주차장,공영주차장,가능
신안빌딩 주차장,강남구,270,강남구 대치동 943-19 ,37.50730728,127.0592779,주차장,공영주차장,가능
공유) 성동 03-15(구),성동구,13,성동구 홍익동 101-2 ,37.5668,127.03366,주차장,공영주차장,불가능
파스텔프라자 주차장,서초구,270,서초구 잠원동 66-2,37.5100142,127.0097347,주차장,공영주차장,가능
신촌민자역사 주차장,서대문구,267,서대문구 신촌동 74-12 ,37.5597969,126.9419321,주차장,공영주차장,가능
교보생명옆 노상주차장(구),영등포구,13,영등포구 당산동2가 21-26,37.52160678,126.8926308,주차장,공영주차장,불가능
