,고유번호,시설명,담당구,주소,연락처,홈페이지,추천수,주출입구 접근로 여부,장애인 전용 주차구역 여부,주출입구 높이차이 제거 여부,장애인용 승강기 여부,장애인 화장실 여부,장애인용 객실 이용가능 여부,장애인용 관람석 이용가능 여부,장애인 매표소 여부,시각장애인 편의서비스 여부,청각장애인 편의서비스 여부,안내 서비스 여부,휠체어 대여 여부,위도,경도
146,4045,꾸러기어린이집,관악구,서울시 관악구 문성로 242,02-864-6636,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.4785438,126.9304367
147,3401,휘문 고등학교,강남구,서울시 강남구 역삼로 541,070-7090-0300,http://www.whimoon.hs.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.504951,127.0620662
148,3483,서울대학교해동학술관,관악구,서울시 관악구 관악로  1,,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.4814353,126.9549042
149,3497,광운대학교(한울관),노원구,서울시 노원구 광운로6길 53,02-940-5114,http://www.kw.ac.kr/,0,N,Y,Y,N,N,N,N,N,N,N,N,N,37.6194277,127.05982
150,2919,창천초등학교,마포구,서울시 마포구 백범로1길 56,02-715-4667,www.changchon.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5548546,126.9393201
151,3028,창일중,도봉구,서울시 도봉구 노해로66길 60,02-994-5934,www.changil.ms.kr,0,Y,Y,N,Y,Y,N,N,N,N,N,N,N,37.6488018,127.0465188
152,2447,서울정진학교,구로구,서울시 구로구 부일로9길  158,02-2688-1303,www.jungjin.sc.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.4966547,126.8237134
153,4226,구립천호어린이집,강동구,서울시 강동구 천중로35길 60,02-483-1439,,0,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,37.543744,127.1384862
154,2453,동천학교,노원구,서울시 노원구 노원로18길 41,02-974-9575,www.dongchun.sc.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.644436,127.0733938
155,2976,개웅초등학교,구로구,서울시 구로구 개봉로11길 98,02-2683-1291,www.gaewoong.es.kr/,0,N,Y,Y,N,Y,N,N,N,N,N,N,N,37.4885697,126.8500524
156,2387,김홍일내과,금천구,서울시 금천구 시흥대로 202,,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.4519241,126.9021343
157,2469,동부센트레빌 교육센타(우람유치원),강서구,서울시 강서구 양천로23길 34,02-2667-0645,www.wooram.kidis.kr/,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.5706816,126.8226029
158,2970,신길초등학교,동작구,서울시 동작구 알마타길 16,02-815-3741,www.singil.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.51025620000001,126.9265808
159,195,대조동 주민센터,은평구,서울시 은평구 연서로20길 24-3,02-351-5182,http://www.ep.go.kr/CmsWeb/viewPage.req?idx=PG0000002302,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.6141357,126.9207931
160,4485,유정어린이집,도봉구,서울시 도봉구 시루봉로27길 58,02-955-1377,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.6738027,127.0430794
161,3080,경신중학교,종로구,서울시 종로구 혜화로 74,02-762-0390,www.ksms.ms.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5914502,127.0006702
162,4759,방배2동주민센터,서초구,서울시 서초구 청두곶길 36,02-2155-7771,http://bangbae2.seocho.go.kr/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.4797759,126.9856508
163,4781,서울금천우체국,금천구,서울시 금천구 시흥대로 410,02-861-4403,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.4699278,126.8985328
164,5301,BYC HIGHCITY,금천구,서울시 금천구 가산디지털1로  131,02-840-3210,http://www.bychighcity.co.kr/,1,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.4770244,126.8826848
165,4793,강서구청,강서구,서울시 강서구 화곡로 302,02-2600-6114,http://www.gangseo.seoul.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5508377,126.8498115
166,3794,은평구립도서관,은평구,서울시 은평구 통일로78가길 13-84,02-385-1671,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.6189368,126.9282542
167,3191,휘경중학교,동대문구,서울시 동대문구 망우로18나길 20,02-2244-1359,www.hwigyong.ms.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5871413,127.0620254
168,3374,진형중고등학교,종로구,서울시 종로구 종로 386,02-2235-0001,www.jh.ac.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5740358,127.0203281
169,3809,노원정보도서관,노원구,서울시 노원구 노원로34길 43,02-950-0050,http://www.nowonlib.seoul.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.6610613,127.0649973
170,3810,박정희 대통령 기념 도서관 ,마포구,서울시 마포구 월드컵로 386,02-716-9345,http://parkchunghee.co.kr/,1,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5750111,126.8864324
171,4325,동화어린이집,도봉구,서울시 도봉구 도봉로151길 130,02-3493-4106,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.6674228,127.036476
172,3969,화랑어린이집,강서구,서울시 강서구 곰달래로49길  79,02-2695-7628,,0,Y,Y,N,N,N,N,N,N,N,N,N,N,37.5342418,126.8565658
173,3978,다슬어린이집,금천구,서울시 금천구 시흥대로68길 89,02-896-6111,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.4586944,126.903472
174,5333,국토화학,금천구,서울시 금천구 가산디지털2로  61,02-3282-1400,http://www.kukdo.com/,0,Y,Y,N,N,N,N,N,N,N,N,N,N,37.4777135,126.8794359
175,2298,강남성심병원별관,영등포구,서울시 영등포구 신길로 19-2,,kangnam.hallym.or.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.49414040000001,126.9082237
176,4800,서부수도사업소,마포구,서울시 마포구 환일길  13,02-3146-3500,,0,N,Y,N,N,Y,N,N,N,N,N,N,N,37.5542774,126.9611744
177,4809,종로구청,종로구,서울시 종로구 삼봉로 43,02-2148-1114,http://www.jongno.go.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5728109,126.9791251
178,4132,세화어린이집,강서구,서울시 강서구 화곡로53길 56-14,02-2608-2293,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.551999,126.8466532
179,2607,대현 초등학교,강남구,서울시 강남구 역삼로98길 16,02-553-6922,www.daehyun-e.es.kr,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N,37.5038985,127.0636435
180,2616,대림초등학교,동작구,서울시 동작구 대방동1길 22,02-822-1984,www.seouldaelim.es.kr,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5005994,126.9253563
181,4293,꿈동산어린이집,동작구,서울시 동작구 양녕로22가길 39,02-824-8115,,0,Y,Y,Y,N,N,Y,N,N,N,N,N,N,37.4960655,126.9440526
182,4698,중곡제3동주민센터,광진구,서울시 광진구 동일로76나길 31,02-450-1503,http://www.gwangjin.go.kr/office/index.jsp?dongId=03,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5688813,127.0802894
183,5446,면목2동공영주차장,중랑구,서울시 중랑구 겸재로23길 27,02-438-7215,,0,Y,Y,N,N,N,N,N,N,N,N,N,N,37.5878763,127.0808914
184,5461,홍제1동 제2공영주차장,서대문구,서울시 서대문구 모래내로28안길 39,,,0,Y,N,Y,N,N,N,N,N,N,N,N,N,37.5853541,126.946213
185,3460,양정고등학교,양천구,서울시 양천구 안양천로 1039,02-2649-7071,www.yangchung.hs.kr,0,Y,N,Y,N,Y,N,N,N,N,N,N,N,37.5347501,126.8871706
186,4420,성아어린이집,관악구,서울시 관악구 난곡로22길 23,02-857-5335,,0,Y,Y,N,N,Y,N,N,N,N,N,N,N,37.4693091,126.9206347
187,3865,사임당어린이집,성북구,서울시 성북구 지봉로20길  38,02-929-6605,www.aga24.net/,0,Y,Y,N,Y,Y,N,N,N,N,N,N,N,37.5829022,127.0186495
188,3896,아뜰어린이집,관악구,서울시 관악구 봉천로23다길 23,02-886-8004,,1,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.4874654,126.9369662
189,3210,목운중학교,양천구,서울시 양천구 목동동로 235,02-2651-4060,http://mogun.ms.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5269904,126.8730106
190,4054,대성어린이집,용산구,서울시 용산구 백범로51길 1,02-713-0344,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.5405741,126.9588562
191,3974,하린어린이집,서대문구,서울시 서대문구 연희로11마길 52,02-334-8085,,0,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,37.5695811,126.9259643
192,4715,광진구청제1별관,광진구,서울시 광진구 자양로 117,,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.53837420000001,127.0822077
193,4012,다문화어린이집,동작구,서울시 동작구 동작대로17길 28,02-522-5298,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.4830324,126.9787548
194,3295,동명여자고등학교,은평구,서울시 은평구 통일로  793,02-385-0655,www.dongmyung.hs.kr,0,Y,Y,N,Y,Y,N,N,N,N,N,N,N,37.6123992,126.9292744
195,2627,신성초등학교,관악구,서울시 관악구 신림로 114,02-875-7611,www.sss.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.4717141,126.937152
196,2280,아카시아병원,금천구,서울시 금천구 시흥대로114길 5,02-852-0067,www.acaciadisc.com,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N,37.4680446,126.89854
197,2065,마축일축산물시장,성동구,서울시 성동구 마장로35길  68,,,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N,37.5690884,127.0426802
198,4943,국민건강보험공단 강남동부지사,강남구,서울시 강남구 강남대로 390,1577-1000,http://www.nhis.or.kr/,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N,37.4977735,127.028536
199,4218,은파어린이집,서대문구,서울시 서대문구 간호대로 12-11,02-395-1992,,0,Y,Y,Y,N,N,Y,N,N,N,N,N,N,37.5972478,126.9487404
200,4228,한별어린이집,강서구,서울시 강서구 남부순환로11가길 97,02-2662-3334,,0,Y,Y,N,N,N,Y,N,N,N,N,N,N,37.5579794,126.8132293
201,2033,공항벧엘교회,강서구,서울시 강서구 송정로4길  20,02-2667-0055,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.558218,126.8127886
202,4170,상계2동구립어린이집,노원구,서울시 노원구 상계로3길 38-17,02-939-3696,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.6584413,127.063312
203,4183,명인어린이집,중랑구,서울시 중랑구 면목로53길 70,02-434-4651,www.acekid.net,0,N,Y,Y,Y,N,N,N,N,N,N,N,N,37.5840637,127.084447
204,2039,홈플러스 중계점,노원구,서울시 노원구 동일로204가길 12,02-986-2080,www.homeplus.co.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.639815,127.0686402
205,5280,대동전자,금천구,서울시 금천구 가산디지털1로 33,02-855-5121,,0,Y,Y,N,N,N,N,N,N,N,N,N,N,37.4688088,126.8860575
206,3933,으뜸어린이집,강서구,서울시 강서구 곰달래로53길 30-20,02-2648-1646,,0,Y,Y,N,N,N,N,N,N,N,N,N,N,37.5335818,126.8601906
207,3934,새빛어린이집,강서구,서울시 강서구 화곡로18길 14-41,02-2608-7830,,0,Y,Y,N,N,N,N,N,N,N,N,N,N,37.5391006,126.8343395
208,3883,예뜰어린이집,양천구,서울시 양천구 신정중앙로16길 10,02-2507-2560,,0,N,N,Y,N,N,N,N,N,N,N,N,N,37.5263461,126.8570707
209,4349,영주어린이집,용산구,서울시 용산구 두텁바위로 91,02-318-2242,,0,Y,Y,Y,N,N,Y,N,N,N,N,N,N,37.5474085,126.981692
210,4297,고은뜰어린이집,도봉구,서울시 도봉구 도당로17길 3,02-3492-2001,,0,Y,Y,N,N,N,N,N,N,N,N,N,N,37.6665371,127.0379088
211,4300,염창동어린이집,강서구,서울시 강서구 공항대로65길 43,02-3665-1960,,0,N,Y,Y,N,N,N,N,N,N,N,N,N,37.5503493,126.8694868
212,4623,망우청소년수련관,중랑구,서울시 중랑구 송림길 156,02-492-7942,http://www.in7942.or.kr/,0,Y,Y,N,N,Y,N,N,N,N,N,N,N,37.6058844,127.1088479
213,4261,동양어린이집,강북구,서울시 강북구 오현로25다길 72,02-980-3891,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.6262224,127.0338338
214,4607,성북청소년수련관,성북구,서울시 성북구 한천로95길  7,02-3292-1318,http://www.sbyouth.or.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.6177747,127.0541194
215,3909,키즈존어린이집,동대문구,서울시 동대문구 장한로8길  87,02-2214-2683,,0,Y,N,N,N,N,N,N,N,N,N,N,N,37.5632898,127.0698078
216,3903,앨리스어린이집,강동구,서울시 강동구 고덕로20가길 21,02-3427-3347,http://cafe.daum.net/sebestkid,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5540646,127.1351487
217,3913,아트꿈나무어린이집,양천구,서울시 양천구 오목로4길 15,02-2698-3455,,0,N,N,Y,N,N,N,N,N,N,N,N,N,37.5210202,126.8412658
218,5381,㈜일심,성동구,서울시 성동구 성수이로22길  61,02-469-2211,,0,Y,N,Y,N,N,N,N,N,N,N,N,N,37.5436928,127.0614215
219,3843,꿈씨어린이집,노원구,서울시 노원구 상계로9나길 25,02-937-3446,,0,Y,N,N,N,N,N,N,N,N,N,N,N,37.6606493,127.0673508
220,3510,서울대슬로싱실험동,관악구,서울시 관악구 관악로  1,,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.4814353,126.9549042
221,3516,성공회대학교,구로구,서울시 구로구 연동로  320,02-2610-4114,www.skhu.ac.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.4819871,126.8236747
222,4582,사임당어린이집,성북구,서울시 성북구 화랑로42길 52-10,,,0,Y,Y,N,Y,Y,N,N,N,N,N,N,N,37.613786,127.0645463
223,4677,용산문화체육센터(원효로1동주민센터 별도),용산구,서울시 용산구 백범로 350,02-707-2492,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.5372099,126.9676133
224,3459,재현고등학교,노원구,서울시 노원구 덕릉로82길 64,02-932-4812,www.jaehyun.hs.kr,0,N,Y,Y,N,N,N,N,N,N,N,N,N,37.6615474,127.0814504
225,2429,나누리병원,강남구,서울시 강남구 언주로 731,02-1688-9797,www.nanoori.co.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5202676,127.0339652
226,3517,숭실대전산센터,동작구,서울시 동작구 사당로 46,02-820-0114,http://www.ssu.ac.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.4946403,126.9594151
227,2505,성모유치원,동작구,서울시 동작구 장승배기로5길 16,02-823-6878,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.5014791,126.9399433
228,2531,파란나라유치원,영등포구,서울시 영등포구 도신로8길  17,02-844-7115,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.5039051,126.8973377
229,2871,연천초등학교,은평구,서울시 은평구 연서로34길 22,02-357-3911,www.yc1985.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.6208582,126.9294874
230,2476,세인유치원,성동구,서울시 성동구 마장로42길  16,02-2295-3551,www.seinkid.co.kr,2,Y,Y,N,N,N,N,N,N,N,N,N,N,37.5660018,127.0450678
231,2934,경인초등학교,양천구,서울시 양천구 안양천로 1009,02-2647-2568,www.kyongin.es.kr/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5328933,126.8863349
232,2941,구로초등학교,구로구,서울시 구로구 구로중앙로27나길 21,02-861-1941,www.guro.es.kr/,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N,37.4969154,126.8858064
233,3480,서울대사회과학동,관악구,서울시 관악구 관악로  1,02-880-5114,http://social.snu.ac.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.4814353,126.9549042
234,3014,성사중학교,마포구,서울시 마포구 모래내로9길 16,02-373-8002,www.sungsa.ms.kr,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5682832,126.9133116
235,3023,인수중학교,강북구,서울시 강북구 인수봉로 75-10,02-900-7801,www.insu.ms.kr/,0,Y,N,N,N,Y,N,N,N,N,N,N,N,37.6438503,127.0099435
236,5954,롯데시네마 에비뉴엘(명동),중구,서울시 중구 소공동 에비뉴엘 6층 7층,,,0,Y,Y,N,Y,N,N,N,N,N,N,N,N,37.5640066,126.9816823
237,688,방배우체국,서초구,서울시 서초구 방배로 238,02-534-6222 ,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.494347,126.9897827
238,4422,백상어린이집,관악구,서울시 관악구 신림로28길 18,02-883-3803,,0,Y,Y,N,N,Y,N,N,N,N,N,N,N,37.4730808,126.9350321
239,3472,중앙대학교(약과대학),동작구,서울시 동작구 흑석로6길 61,02-820-5592,www.pharm.cau.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5049996,126.957378
240,3479,서울대학교기초과학동(22동),관악구,서울시 관악구 관악로 1,02-880-5114,http://www.snu.ac.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.480912,126.953218
241,4061,진선어린이집,성동구,서울시 성동구 서울숲4길 10,02-461-9459,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.5473778,127.0420928
242,3484,서울대대림국제관,관악구,서울시 관악구 관악로  1,,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.4814353,126.9549042
243,3966,샘소슬어린이집,구로구,서울시 구로구 부일로17길 5,02-2688-2936,,1,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.4935401,126.8346307
244,4370,배화어린이집,서대문구,서울시 서대문구 경기대로 82,02-312-2100,,0,Y,Y,N,N,N,N,N,N,N,N,N,N,37.5658768,126.964783
245,4374,하람터어린이집,강서구,서울시 강서구 강서로17다길 15-14,02-2603-2225,,1,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5332666,126.8414022
246,4376,백설공주 어린이집,구로구,서울시 구로구 고척로21나길 50,02-2683-7910,,0,Y,Y,N,N,N,N,N,N,N,N,N,N,37.5030221,126.8453159
247,3850,구립서대문어린이집,서대문구,서울시 서대문구 증가로29길  30-42,02-372-0547,,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N,37.5822814,126.9114401
248,4682,방배본동주민센터,서초구,서울시 서초구 동광로19길  38,02-2155-7711,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.4950038,126.9878268
249,4286,효주아네스의집,강서구,서울시 강서구 까치산로4가길 36,02-2604-5781,,0,Y,Y,N,N,N,Y,N,N,N,N,N,N,37.5409772,126.8426566
250,4292,한아름어린이집,금천구,서울시 금천구 독산로41가길 25,02-808-5470,,0,Y,Y,N,N,N,Y,N,N,N,N,N,N,37.458997,126.9018026
251,5375,코오롱디지털타워,영등포구,서울시 영등포구 양평로22길 21,,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5399348,126.8942845
252,2317,참포도나무병원,서초구,서울시 서초구 바우뫼로35길 32,02-1588-0831,www.champodonamu.com/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.4798714,127.0386712
253,2284,기쁨병원(지후빌딩),강남구,서울시 강남구 도곡로 122,02-570-1234,www.joyfullhospital.com/,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N,37.4898921,127.0337188
254,2150,을지병원(본관동),노원구,서울시 노원구 한글비석로 68,02-1899-0001,www.eulji.or.kr/default.asp,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.6363293,127.0697068
255,2050,하모니마트,중랑구,서울시 중랑구 면목로48길  39,02-2207-5785,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.58208580000001,127.0905835
256,2085,삼부마켓,은평구,서울시 은평구 증산로21길 11,02-308-7566,,0,Y,N,Y,N,N,N,N,N,N,N,N,N,37.595667,126.913482
257,2095,현대백화점 압구정점,강남구,서울시 강남구 압구정로 165,02-547-2233,www.ehyundai.com/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5273268,127.0274265
258,4746,응봉동주민센터,성동구,서울시 성동구 독서당로 424,02-2286-7321,http://eungbong.sd.go.kr/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5530997,127.0333888
259,3289,대일관광디자인고,성북구,서울시 성북구 서경로  118,02-940-7373,http://www.daeil-tour.hs.kr/,0,N,Y,N,N,Y,N,N,N,N,N,N,N,37.6092355,127.0142567
260,2246,도봉병원&lt;본관&gt;,도봉구,서울시 도봉구 도봉로 720,02-3492-3250,www.dbh.cc,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.6687501,127.0437994
261,1774,은석교회,마포구,서울시 마포구 마포대로4나길 36,02-712-0518,www.eschurch.kr,0,Y,Y,N,N,N,N,N,N,N,N,N,N,37.5375318,126.9453068
262,2985,오금중학교,송파구,서울시 송파구 오금로35길 20,02-402-4777,www.ogeum.ms.kr,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5050018,127.1282173
263,4775,송파경찰서,송파구,서울시 송파구 중대로 221,1566-0112,http://www.smpa.go.kr/sp,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5016941,127.1272481
264,2184,순천향대학교병원(교수연구동),용산구,서울시 용산구 대사관로 59,02-709-9114,www.schmc.ac.kr/seoul/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5339355,127.0043336
265,2998,관악중학교,관악구,서울시 관악구 남부순환로237길 60,02-889-1782,www.gwanak.ms.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.4808692,126.9618278
266,4097,아이린어린이집,강동구,서울시 강동구 상암로 141,02-470-0476,,0,Y,Y,N,N,N,N,N,N,N,N,N,N,37.5459058,127.1382622
267,4098,우리어린이집,강동구,서울시 강동구 구천면로 259-1,02-475-1918,,0,Y,Y,N,N,Y,N,N,N,N,N,N,N,37.54349089999999,127.1317277
268,2788,연광초등학교,은평구,서울시 은평구 연서로35길  37,02-353-5141,www.yeonkwang.es.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.6228072,126.9255075
269,3560,연세대학교 GS칼텍스산학협력관,서대문구,서울시 서대문구 연세로  50,1599-1885,www.yonsei.ac.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5583716,126.9374795
270,3090,인헌중학교,관악구,서울시 관악구 인헌9길 35,02-877-6760,www.inhun.ms.kr,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N,37.4729052,126.9695872
271,2893,공연초등학교,노원구,서울시 노원구 동일로192나길 16-15,02-977-4121,www.gongyeon.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.6278227,127.0756857
272,3578,정이조영어학원신관,양천구,서울시 양천구 목동로 173,02-2604-6034,http://www.cyjenglish.com/,0,Y,N,Y,N,N,N,N,N,N,N,N,N,37.5239446,126.8646079
273,2904,마장초등학교,성동구,서울시 성동구 마장로35나길  31,02-2292-1834,www.majang.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.56851229999999,127.0410908
274,2579,용암초등학교,용산구,서울시 용산구 녹사평대로60길  39,02-796-0456,www.yongamcho.seoul.kr,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5447267,126.9896333
275,2911,청원초등학교,노원구,서울시 노원구 한글비석로 506,02-3399-7888,www.cheongwon-seoul.es.kr/,0,Y,Y,N,N,N,N,N,N,N,N,N,N,37.66602839999999,127.0620129
276,2791,서울삼릉초등학교,강남구,서울시 강남구 봉은사로63길 22,02-545-4502,www.srng.es.kr/,0,Y,N,Y,N,N,N,N,N,N,N,N,N,37.5131023,127.0469142
277,2794,신원초등학교,양천구,서울시 양천구 남부순환로58길 32,02-2608-4675,www.shinwon.es.kr,0,N,Y,Y,N,Y,N,N,N,N,N,N,N,37.5295272,126.8299687
278,2501,중대부속유치원,동작구,서울시 동작구 흑석로 47,02-825-5799,www.cau-kindergarten.or.kr/,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.5064905,126.955905
279,3152,동신중학교,강동구,서울시 강동구 진황도로 72,02-3784-3938,www.dong-shin.ms.kr,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N,37.536407,127.1343241
280,2861,매동초등학교,종로구,서울시 종로구 사직로9길 19,02-737-4263,www.maedong.es.kr,0,N,Y,Y,N,Y,N,N,N,N,N,N,N,37.5772345,126.9668504
281,2802,옥정초등학교,성동구,서울시 성동구 한림말길  43,02-2297-0148,www.okjeong.es.kr/index/index.do,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5409153,127.0148708
282,3089,신창중학교,노원구,서울시 노원구 월계로45길 92,02-904-4206,www.sc.ms.kr,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.6283557,127.0474202
283,3096,서울 대영중학교,영등포구,서울시 영등포구 도림로80가길  14,02-848-7781,www.daeyoung.ms.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5025993,126.9048026
284,3100,당산중학교,영등포구,서울시 영등포구 버드나루로  160,02-2177-9900,www.dangsan.ms.kr,0,Y,Y,N,N,Y,N,N,N,N,N,N,N,37.5253077,126.9095457
285,3048,신원중학교,양천구,서울시 양천구 가로공원로55길 19,02-2699-0183,www.shinwon.ms.kr,0,Y,N,N,N,N,N,N,N,N,N,N,N,37.5367988,126.8238344
286,3109,정의여중,도봉구,서울시 도봉구 노해로49길 69,02-3499-5300,http://jeongui.ms.kr/,0,Y,Y,N,N,N,N,N,N,N,N,N,N,37.6529105,127.0318063
287,2533,홍신유치원,강서구,서울시 강서구 강서로45길 63,02-2664-6456,,0,N,Y,Y,N,N,N,N,N,N,N,N,N,37.5480905,126.8325484
288,2559,강서초등학교,양천구,서울시 양천구 오목로 31,02-2604-9763,www.kangseo.es.kr,0,Y,N,Y,N,Y,N,N,N,N,N,N,N,37.5223088,126.8409133
